Em que ano morreu o cantor Raul Seixas?;1989;1990;1991;1992;1;D
O que significa a palavra ósculo?;VISTORIA;BEIJO;OSSO;EXAME;2;D
Em que cidade nasceu o presidente Arthur Bernardes?;RECIFE;FLORIANÓPOLIS;VIÇOSA;SOROCABA;3;D
O que é cassiterita?;UM TIPO DE QUEIJO;UMA DANÇA SUECA;UM MINERAL;UMA BEBIDA BASCA;3;D
Quem construiu a primeira ferrovia no Brasil?;BARÃO DE CAPANEMA;DOM PEDRO II;BARÃO DE MAUÁ;JOSÉ BONIFÁCIO;3;D
Qual teoria Nicolau Copérnico defendeu em 1542?;EXCÊNTRICA;HELIOCÊNTRICA;EGOCÊNTRICA;DA RELATIVIDADE;2;D
Em que estado norteamericano está a cidade de Houston?;CALIFÓRNIA;UTAH;TEXAS;NEVADA;3;D
Qual era o sobrenome de solteira de Lady Diana?;SPENCER;SMITH;TUDOR;FERGUSON;1;D
Que nome se dá à igreja presidida por um bispado?;CATEDRAL;PARÓQUIA;CAPELA;MONASTÉRIO;1;D
Quem compôs a ópera “A flauta mágica”?;WOLFGANG MOZART;GIACOMO PUCCINI;RICHARD WAGNER;GIUSEPPE VERDI;1;D
Em que país fica o Taj Mahal?;EGITO;CHINA;TURQUIA;ÍNDIA;4;D
A lua é:;UM ASTERÓIDE;UM PLANETA;UM SATÉLITE;UMA ESTRELA;3;D
Como se chamava a polícia secreta da URSS?;CIA;FBI;KGB;CPI;3;D
Qual era o destino do navio Titanic quando saiu da Inglaterra?;ESTADOS UNIDOS;CHINA;FRANÇA;CANADÁ;1;D
Qual dessas doenças é também chamada de varicela?;RUBÉOLA;SARAMPO;CATAPORA;CAXUMBA;3;D
Qual documento libertava os escravos antes da Lei Áurea?;CARTA DE RECLAMAÇÃO;CARTA DE ALFORRIA;CARTA DE HABILITAÇÃO;CARTA DA LIBERDADE;2;D
Qual dos seguintes personagens foi um orador grego?;DEMÓSTENES;DEOCLECIANO;DEMÉRITO;DEMONTRE;1;D
Qual a maior ilha fluviomarítima do mundo?;ILHA DE MARAJÓ;FERNANDO DE NORONHA;ILHA DO; EL;1;D
Quem foi o primeiro presidente a ser eleito por voto popular na Rússia?;BORIS YELTSIN;STALIN MIKHAIL;MIKHAIL GORBATCHEV;LENIN;1;D
Quem liderou a revolução contra a ditadura de Fulgencio Batista?;CHE GUEVARA;FIDEL CASTRO;JUAN PERÓN;AUGUSTO PINOCHET;2;D
Qual é o nome do sindicato que Lech Walesa fundou na Polônia em 1980?;TRABALHISTA;CONSERVADOR;COMUNISTA;SOLIDARIEDADE;4;D
Em que ano o muro de Berlim foi derrubado?;1975;1984;1990;1989;4;D
Até a chegada de Cortés na América, Montezuma II era o líder de qual povo?;MAIA;ASTECA;INCA;GUARANI;2;D
Quem é o famoso detetive personagem das obras de Agatha Christie?;HERCULANO;SAM WOOD;SHERLOCK HOLMES;HERCULE POIROT;4;D
Quem era o deus supremo da mitologia grega?;HERMES;ZEUS;APOLO;NETUNO;2;D
Qual era o deus romano da guerra?;MARTE;JÚPITER;HADES;NETUNO;1;D
Qual é o nome de Vênus pela mitologia grega?;ÁRTEMIS;DIANA;AFRODITE;ÍSIS;3;D
Qual é a característica reprodutiva das mulas?;UMA CRIA POR ANO;DUAS CRIAS POR ANO;UMA CRIA A CADA DOIS ANOS;SÃO ESTÉREIS;4;D
Qual é a profissão do exjogador da seleção brasileira Tostão?;ARQUITETO;ENGENHEIRO;DENTISTA;MÉDICO;4;D
Em que assunto um enólogo é especialista?;MOEDAS;VINHOS;LIVROS;ÍNDIOS;2;D
A coroa usada como prêmio pelos atletas greco-romanos era feita com folhas de qual planta?;JACARANDÁ;PARREIRA;LOURO;ÉBANO;3;D
Qual mineral é a principal fonte do alumínio?;BAUXITA;CALCÁRIO;CALCITA;CASSITERITA;1;D
Como representamos o número 500 em algarismos romanos?;C;M;D;L;3;D
Que objeto é o Santo Graal?;CÁLICE;TECIDO;LIVRO;TÁBUA;1;D
Qüingentésimo corresponde a qual número?;500;5.000;50;5;1;D
Onde nasceu o artista plástico Cândido Portinari?;BRASIL;ITÁLIA;GRÉCIA;ESPANHA;1;D
Como se chama o estudo das mudanças das significações das palavras?;FONÉTICA;SEMÂNTICA;FILOSOFIA;PSIQUIATRIA;2;D
O estudo das relações dos seres vivos e o meio ambiente em que vivem chama-se:;PALEONTOLOGIA;ENDOSCOPIA;ORTODONTIA;ECOLOGIA;4;D
Qual é a ciência que estuda a origem e a derivação das palavras?;ENDOSCOPIA;GRAFOLOGIA;RADIOGRAFIA;ETIMOLOGIA;4;D
Qual é o objeto de estudo da entomologia?;INSETOS;AVES;DENTES;SÍMBOLOS;1;D
Que vitamina também pode ser chamada de retinol?;A;B;C;E;1;D
Kampala é a capital de qual país?;UGANDA;NIGÉRIA;MOÇAMBIQUE;RUANDA;1;D
Que pintor brasileiro retratava os problemas sociais do Brasil?;DI CAVALCANTI;CÂNDIDO PORTINARI;VOLPI;TARSILA DO AMARAL;2;D
Qual é o nome da esposa do escritor Jorge Amado?;ZÉLIA CARDOSO DE MELO;ZÉLIA GATTAI;ZÉLIA RIBEIRO;ZÉLIA DE ALMEIDA;2;D
Que país sul-americano foi chamado de Província Cisplatina?;CHILE;COLÔMBIA;URUGUAI;EQUADOR;3;D
De que país a Indonésia se tornou independente em 1949?;AUSTRÁLIA;PAÍSES BAIXOS;ÍNDIA;ÁFRICA DO SUL;2;D
Onde nasceu a grande cantora de ópera Maria Callas?;ROMA;NOVA YORK;PARIS;ATENAS;2;D
Entre quais países está localizado o Estreito de Gibraltar?;NORUEGA E DINAMARCA;ESPANHA E MARROCOS;PORTUGAL E ESPANHA;SUÍÇA E SUÉCIA;2;D
Quantos pares de cromossomos possui o ser humano sadio?;22;23;24;25;2;D
Qual das seguintes palavras não é um sinônimo de “mermar”?;DEBILITAR;DIMINUIR;MINGUAR;AUMENTAR;4;D
Quem deu origem à moderna lingüística?;HORASE DE SAUSSURE;BENOITE SAUSSURE;NICOLAS SAUSSURE;FERDINAND DE SAUSSURE;4;D
Em que ano os muçulmanos invadiram a Península Ibérica?;620;750;711;1080;3;D
O que é “notocórdio”?;ESTRUTURA CELULAR;BICO DAS AVES;EMBARCAÇÃO;MÁRTIR;1;D
Como se chamava o antigo senado romano?;CÚRIA;CENURO;DISTRITO;DIOCESE;1;D
Qual era a nacionalidade do palhaço Charlie Rivel?;INGLESA;AMERICANA;FRANCESA;ESPANHOLA;4;D
A medida da latitude varia de:;0º A 180º;90º A 180º;0º A 90º;180º A 360º;3;D
Em qual região estão 90% de todo o gelo da terra?;ÁRTICA;ANTÁRTICA;TROPICAL;TEMPERADA;2;D
Qual ave põe ovos azuis?;EMU;GARÇA-CINZENTA;SABIÁ;AVESTRUZ;2;D
Qual é o sobrenome dos irmãos que inventaram o cinema?;LUMIÈRE;MARX;WARNER;GOLDWIN;1;D
O termo Impressionismo nasceu de uma tela de:;EDOUARD MANET;AUGUST RENOIR;CLAUDE MONET;PAUL CÉZANNE;3;D
Quem na mitologia grega roubou o fogo do Olimpo?;HÉRCULES;SÍSIFO;PROMETEU;APOLO;3;D
Que instrumento é usado para medir a pressão dos gases?;MANÔMETRO;TERMÔMETRO;BARÔMETRO;BAFÔMETRO;1;D
Onde fica a cidade de Palo Alto?;NOS ESTADOS UNIDOS;NA ARGENTINA;NO MÉXICO;NA ESPANHA;1;D
Como se chama um recife de coral que forma uma laguna?;ARQUIPÉLAGO;MAR;PEQUENO LAGO;ATOL;4;D
Aconcágua é:;UMA PEDRA;UM VULCÃO EXTINTO;UM LAGO;UM CANAL;2;D
Qual compositor teve o corpo enterrado na França e o coração na Polônia?;SCHUMAN;CHOPIN;GRIEG;SCARLATTI;2;D
Qual a vibração sonora de freqüência superior a 20.000 ciclos/seg?;ULTRA-SOM;ALTO-SOM;HIPER-SOM;MACRO-SOM;1;D
Uma mulher ultriz é o quê?;SÁBIA;VINGADORA;AMANTE;ADÚLTERA;2;D
Que arquiteto desenhou a pirâmide de vidro do jardim do Louvre?;PHILIP JOHNSON;LE CORBUSIER;FRANK GEHRY;I.M. PEI;4;D
Qual foi a capital do Japão antes de Tóquio?;QUIOTO;FUKUOKA;OSAKA;SENDAI;1;D
Incluindo os tentáculos, quantos “braços” uma lula tem normalmente?;DEZ;OITO;DOZE;SEIS;1;D
